IDENTIFIER	HIERARCHIE	TITEL
ID-598	"Familien-,  und Kinderrechte, nach Namen
 - Familien-,  und Kinderrechte
 - Andere Rechtsschutzfragen
 - Schweizer und schweizerische Interessen im Ausland
 -  Departement für auswärtige Angelegenheiten: Zentrale Ablage des   (1997-)"	<n>Bowof, Awüfa</n>, <d>1995</d>, von Adlikon ZH
ID-23	"Cas particuliers
 - Assistance et secours à des particuliers
 - Assistance et Prévoyance
 - Sécurité sociale, Assistance et Prévoyance, Bourses d'études et d'apprentissage
 - Affaires consulaires
 - Schweizerische Vertretung, Casablanca: Zentrale Ablage (1966-2003)"	<n>Nuweniy-Tabof, F.</n>
ID-2808	"Personaldossiers der Ausgetretenen, Pensionierten und Verstorbenen
 - Personelles
 -  Konstruktionswerkstätte, Thun: Zentrale Ablage (1962-1992)"	<n>EDEYUL, Funomul</n>, <d>25.04.1987</d>, Mechaniker
ID-163	"Aussereheliche Kinder
 - Verwandtschaft
 - Familienrechtsangelegenheiten
 - Bürgerrechts- und Zivilrechtsangelegenheiten
 - Konsularisches
 - Schweizerische Vertretung, Brüssel: Zentrale Ablage (1966-)"	Enfants naturels. <n>OPUSA, Unvup</n>, <d>04.06.1982</d>
ID-1121	"Adoptionsverfügungen
 -  Amt für das Zivilstandswesen: Parallelakten (1923-)"	Adoptionsverfügungen, <n>Ip, Mâdi</n>
ID-2199	"Kategorie 3A-P
 - Kategorie 3A
 - Kategorie 3
 - Claims Resolution Tribunal: Bankunterlagen und Vermögensaufstellungen diverser Schweizer Banken"	<n>Ulivohe, Laliv</n>, s.d. | Bank unbekannt
ID-2075	" Benutzer B
 -  Benützer (LfNr) / Standort der Akten: B 51
 - Benutzung 
 - Vermittlung, Benutzung, Auswertung
 - Schweizerisches Bundesarchiv: Zentrale Ablage (1996-2007)"	<n>Efelo Egumiv</n>
ID-1231	"Ordipro Nr. 150'000 - 159'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Masih, Orohud</n>, <d>13.06.2008</d>, (Ordipro Nr. <a>67.49.829</a>)
ID-1238	"Rekurse Milchkontingentierung (Oberrekurskommission)
 - Allgemeines
 - Milchwirtschaft
 - Landwirtschaft
 - Generalsekretariat des eidgenössischen Volkswirtschaftsdepartements: Zentrale Ablage (1956-1994)"	<j>Udurop Immobilier GmbH</j>, Bussnang
ID-2055	"Rekurse und Beschwerden
 - Gesuche um Aufnahme von Medikamenten in die Spezialitätenliste, Wiedererwägungsgesuche, Preiserhöhungsgesuche und Rekurse
 - Auswahl von Arzneimitteln für die Krankenversicherung
 - Krankenversicherung
 - Bundesamt für Sozialversicherung: Zentrale Ablage (1930-2006)"	<j>Biciwa</j>: SIBELIUM (13404)
ID-255	"Botschaftspersonal
 - Personal der ausländischen Vertretungen
 - Protokoll
 - Allgemeine aussenpolitische Fragen
 -  Departement für auswärtige Angelegenheiten: Zentrale Ablage des   (1997-)"	MD <n>NE, Uuhudi</n>, <d>08.02.2001</d>
ID-1366	"  K 221000 - 221999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Oto, B.</n> . <d>15.07.1991</d>
ID-1054	"   |   Cas particuliers
 - Heimschaffungen   |   Rapatriements
 - Fürsorge und Unterstützung   |   Assistance et Prévoyance
 - Sozialversicherung, Fürsorge und Stipendien   |   Sécurité sociale, Assistance et Prévoyance, Bourses d'études et d'apprentissage
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Mumbai: Zentrale Ablage (1966- )"	<n>UWEWIHU, Giluh</n>, <d>07.10.1968</d>, Heimschaffung A 55 269 B
ID-1156	"Ordipro Nr. 130'000 - 139'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Ulud, Igete</n>, <d>02.01.1991</d>, (Ordipro Nr. <a>214.16.157</a>)
ID-288	"Vertragsstreitigkeiten, Rekurse
 - Verträge
 -  Verwaltung / Rechtsdienst
 - Generaldirektion (GD)
 - Verein schweizerische Landesausstellung
 - Verein schweizerische Landesausstellung, Neuenburg: Zentrale Ablage (1995-2003)"	Contrats, litiges, AS - C : <j>Miesoy Energie</j>: Correspondance, courriers internes, projets de contrat, contrat définitif; Dossier de <n>LOYURA, Ligâs</n>
ID-173	"Blaser  Delegierter des Bundesrates für Katastrophenhilfe im Ausland
 - Spezialfälle
 -  Departement für auswärtige Angelegenheiten: Handakten Pierre Aubert, Bundesrat (1978-1987)"	Commission de gestion du <wd>31.8.87</wd> et suite, ordre du jour
ID-2446	"Rechtshilfe in Zivilsachen   |    juridique en matière civile
 - Zivilprozessrecht   |   Procédure civile
 - Zivilrecht und Zivilprozessrecht des    |   Droit civil et procédure civile de l' de résidence
 - Recht   |   Droit
 - Schweizerische Vertretung, Lissabon: Zentrale Ablage (1966-)"	<n>FERAVUCI, Iduco</n>
ID-1986	"Immatrikulationsdossiers   |   Dossiers d'immatriculation
 - Immatrikulation   |   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   |   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Algier: Zentrale Ablage (1966-)"	<n>Sefay-Epomor, Nohila</n>, <d>16.09.1976</d> (violation obligation d'entretien)
ID-1957	"Dienst- A-Z: Familienname mit Sch
 - Dienst- A-Z
 - Mutationen / Dienst-
 - Beförderungen und Mutationen
 - Bewirtschaftung der Truppe
 - Untergruppe Personelles der Armee: Dienst- von Armeeangehörigen (1996-2003)"	<n>OLASIB, Opedu</n>, Oberleutnant, <d>17.06.1971</d>
ID-2468	"Dossier N 65000 - 65999
 - Niederlassungsangelegenheiten von Ausländern, Aus- und Wegweisungen, Ausweisschriften für Flüchtlinge, Internierungen
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>Usodevi, Owupub</n> . <d>09.08.1994</d>
ID-2817	"Rekurse (nach Laufnummern)
 - Rekurskommission für Geistiges  Zentrale Ablage (-2006)"	Formula One L/<n>Udu-Nunidibo, Ragun</n>
ID-1474	"Zustellung von Gerichtsakten an exterritoriale Personen
 - Befreiung der Diplomaten von der Gerichtsbarkeit
 - Immunitätsfragen
 - Fremde Gesandtschaften
 - Gesandschaften, Konsulate und andere Institutionen
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1973-1981)"	<n>Dehamet Efadib, Nuwat</n>
ID-1292	"Kategorie 3A-R
 - Kategorie 3A
 - Kategorie 3
 - Claims Resolution Tribunal: Bankunterlagen und Vermögensaufstellungen diverser Schweizer Banken"	<n>Egivi Buile</n>, s.d.) | <j>Gurétoh, AG</j>)
ID-1557	"Rekurse (nach Laufnummern)
 - Rekurskommissionen des eidgenössischen Volkswirtschaftsdepartements und für Wettbewerbsfragen: Rekurse (1994- 2006)"	<j>Oved GmbH</j>
ID-1678	"Lizenziat-Arbeit
 - Rechtswesen
 - Direktion
 - Bundesamt für Informatik und Telekommunikation: Zentrale Ablage (2001-)"	- 332.100 Strafuntersuchung gegen Mitarbeitende des BBL (Bundesamt für Bauten und Logistik)
ID-2724	"Personal der Allgemeinen Dienste (ohne D nach Namen
 - Personal der Allgemeinen Dienste (ohne D
 - Personalwesen
 - Personalwesen
 - Verwaltung
 -  Departement für auswärtige Angelegenheiten: Zentrale Ablage des   (1997-)"	<n>Ifebahup Asiñumufotu, Y.</n>, <d>18.01.2015</d>
ID-2759	" des Beschwerdedienstes im  2003
 -  des Beschwerdedienstes ab 2000
 -  des Beschwerdedienstes
 - Beschwerdedienst des eidgenössischen  und Polizeidepartements: Beschwerdefälle (1959-2007)"	<n>OLASIB, Opedu</n>, <d>09.05.1987</d>
ID-1309	"Kategorie 4
 - Claims Resolution Tribunal: Bankunterlagen und Vermögensaufstellungen diverser Schweizer Banken"	<n>Obàcowub, Uuhudi</n>, s.d. | <j>Edi GmbH</j>)
ID-594	"Rekurse (nach Laufnummern)
 -  Rekurskommission für die Spezialitätenliste in der Krankenversicherung: Zentrale Ablage (1996-2006)"	<j>Viro</j>
ID-278	" Benutzer A
 -  Benützer (LfNr) / Standort der Akten: B 51
 - Benutzung 
 - Vermittlung, Benutzung, Auswertung
 - Schweizerisches Bundesarchiv: Zentrale Ablage (1996-2007)"	Anlagen-Management, <j>Bucam GmbH</j>, Olten
ID-300	"Flugunfälle
 - Büro für Flugunfalluntersuchungen: Zentrale Ablage (1960-2011)"	HB-XGE Hörnlihütte <wd>11.09.1982</wd> <n>Memeg, Oepag</n>
ID-531	" des Beschwerdedienstes im  1998
 -  des Beschwerdedienstes 1990 - 1999
 -  des Beschwerdedienstes
 - Beschwerdedienst des eidgenössischen  und Polizeidepartements: Beschwerdefälle (1959-2007)"	<n>Ogut, Efapu</n> <d>18.05.2018</d>
ID-378	"Oberforstinspektorat
 - Generalsekretariat
 - Rechtsfälle des Departements
 - Departement des Innern (Geschäftsführung)
 - Generalsekretariat des eidgenössischen Departements des Innern: Zentrale Ablage (1975-1984)"	Beschwerde Dr. <n>Iapu, Dabims</n>, Kilchberg Rodung in San Nazzaro, P. 217
ID-56	"Revisionsberichte
 - Ablage der Banken und Sparkassen
 -  Bankenkommission: Banken und Sparkassen (1979-1996)"	<j>Cudale, AG</j>
ID-1226	"Dienst für Beschwerden an den Bundesrat
 - Bundesamt für  Zentrale Ablage (1984-)"	BESCHWERDE <j>Hebid&Habad et associés</j> GEGEN RR BS I.S. TARIFE FUER DIABETESBERATUNG//BRB <wd>22.12.93</wd> ABWEISUNG
ID-867	"Banken, Sparkassen & Holdings (inkl. Banken mit 
 - Banken
 - 
 -  Bankenkommission: Zentrale Ablage (2002-2004)"	<j>Betav</j> Lugano 3571-101-8
ID-293	"Personnel de la délégation
 - Organisation et gestion administrative de la délégation
 - Schweizerische Delegation bei der europäischen Freihandelsassoziation und beim allgemeinen Zoll- und Handelsabkommen, Genf:  Freihandelsassoziation  (1973-1977)"	Dossiers personnels: Monsieur <n>Ol, Luvet</n>
ID-1491	"Strafuntersuchungen
 - Luftrecht und Luftfahrtpolitik
 - Bundesamt für Zivilluftfahrt: Zentrale Ablage (1979- 2004)"	<j>Uhenut, AG</j> / <n>AFUBINE, Egogu</n>
ID-2227	"Fahrhabe   |   Biens meubles
 - Schutz gegen  Privater   |   Atteintes à la propriété dues à des personnes privées
 - Schutz des    |   Protection de la propriété
 - Wahrung schweizerischer Interessen   |   Protection des intérêts suisses
 - Schweizerische Vertretung, Karachi: Zentrale Ablage (1966-2018)"	<n>Orohud Rotut</n> - Atteintes à la propriété à des personnes privées
ID-2089	"Rekurse (nach Laufnummern)
 - Rekurskommissionen des eidgenössischen Volkswirtschaftsdepartements und für Wettbewerbsfragen: Rekurse (1994- 2006)"	Municipalité & Bourgeoisie de Lens
ID-2190	"Gegen Bundesamt für Strassenbau
 - Beschwerden, Aufsichtsbeschwerden
 - Recht (Geschäfte der Rechtsabteilung GS)
 - Generalsekretariat des eidgenössischen Departements für Umwelt, Verkehr,  und Kommunikation: Zentrale Ablage (1998-)"	<j>Nemayo und Gâvole</j>, Safenwil; Beschwerde gegen die Verfügung des Strassenverkehrs- und Schifffahrtsamt des Kantons St. Gallen betreffend Toyota Hiace 4WD, ausgerüstet mit zusätzlichen Sitzen
ID-1775	"Immatrikulationsdossiers   |   Dossiers d'immatriculation
 - Immatrikulation   |   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   |   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Lille: Zentrale Ablage (1964-)"	<n>Oayéref, Etimo</n> assistance
ID-2025	"Revisionsberichte
 - Ablage der Banken und Sparkassen
 -  Bankenkommission: Banken und Sparkassen (1979-1996)"	<j>Dewusu, AG</j>
ID-523	"Personaldossiers
 - Personalmanagement
 - Personal
 - Übergeordnetes
 - Bundesamt für Migration: Zentrale Ablage (2005-2010)"	Personaldossier: <n>Epumen, Cago</n>, <d>29.07.1985</d> (Stv. Direktor)
ID-407	"Armee / Allgemeines
 - für militärischen Nachrichtendienst / Allgemeines
 - Verdächtige Agenten
 - Spionageverdacht
 - Bundesanwaltschaft: Polizeidienst (1960-1999)"	Verdächtige Agenten / <n>ELAV, Ivatu</n>, <d>04.12.2000</d> / (1179:0)14/390
ID-2704	"Ordipro Nr. 180'000 - 189'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Gonado-Icol, Eovap</n>, <d>23.08.1974</d>, (Ordipro Nr. <a>507.88.28</a>)
ID-1507	"Cas individuels ""A-Z""
 - Renseignements et recherches concernant des personnes
 - Cas personnels (divers)
 - Représentation (par pays)
 - Représentation des intérêts étrangers
 - Représentation des intérêts étrangers
 - Politische Direktion: Fremde Interessen (1973-1984)"	Cas individuels
ID-2543	"Kredite   |   Crédits
 - Finanzen des    |   Finance de l' de résidence
 - Finanzen   |   Finance
 - Wirtschaft (einschliesslich Finanzen, Verkehr und Tourismus)   |    (y compris Finance, Communications et Tourisme)
 - Schweizerische Vertretung,  Zentrale Ablage (1966-)"	<j>Ohuhud, GmbH</j>
ID-166	"Rechtshilfe in Zivilsachen
 - Zivilprozessrecht
 - Zivilrecht und Zivilprozessrecht der Schweiz
 - Recht
 - Schweizerische Vertretung, Baku: Zentrale Ablage (2007-)"	<j>Oari, Sàrl</j> (<n>Ugomida Hona Hilus</n>)
ID-1083	"Banken, Sparkassen & Holdings (inkl. Banken mit 
 - Banken
 - 
 -  Bankenkommission: Zentrale Ablage (2002-2004)"	Lose Dokumente
ID-709	" 50001-55000 - Rekursnummer 50001-55000
 - Beschwerdeakten,  - Dossiers de recours, cas particuliers
 -  Rekurskommission der Alters-, Hinterlassenen- und Invalidenversicherung für die im Ausland wohnenden Personen: Zentrale Ablage (1971-2006)"	<n>AFËCÖWEIVA, Otäco</n>
ID-653	"  K 238000 - 238999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Donuriri, Yetay</n> . <d>20.02.1960</d>
ID-2795	"Personaldossiers
 - Gemeinsame Fragen betr. Zivil- und Grenzwachtpersonal
 - Organisation der Zollverwaltung
 - Zollkreisdirektion Basel: Zentrale Ablage (1960-1995)"	<n>Opedu Daso</n>, <d>03.03.2002</d>
ID-1385	"Administrativ-Verfahren gegen Dr. H.H.
 - Beschwerden gegen Beamte und Angestellte
 - Beamtung
 - Innere Verwaltung, Konsulatswesen
 - Bundesamt für Aussenwirtschaft: Zentrale Ablage (1979-1993)"	AD BAWI FA. <j>Udurop Immobilier GmbH</j>, Allschwil (IIIb)
ID-534	"  K 269000 - 269999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>HENIAGUFI, Ihapa</n> . <d>15 novembre 2003</d>
ID-681	"Col - Czy
 -  und Verlust des Schweizerbürgerrechts
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>ONORU, Genâ</n>, <d>07.12.2008</d>
ID-1169	"Rechtshilfegesuche Laufnummern 35000 - 39999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	Attentat auf Schloss Versailles, <wd>26.6.1978</wd>, weitere
ID-1773	" B
 - 
 - Piloten und anderes Flugpersonal
 - Luftfahrtpersonal
 - Bundesamt für Zivilluftfahrt: Zentrale Ablage (1979- 2004)"	<n>Boyofu Voyowib, E.</n>, <d>20.10.1960</d>
ID-1821	"Beschwerden
 - Rechtsdienst
 - Stab der Gruppe für Ausbildung: Zentrale Ablage (1945-1995)"	Lt <n>Miweri, Cumipi</n>
ID-1941	"Personalakten der Postenchefs und der zugeteilten Konsuln und Vizekonsuln
 -  fremder Konsulate in der Schweiz
 - Fremde Konsulate
 - Gesandtschaften und Konsulate
 - Auswärtige Politik
 - Abteilung für politische Angelegenheiten: Zentrale Ablage (1950-1973)"	<n>Ivage, Awola</n>. Verweigerung des Exequaturs als Konsul
ID-919	"Allgemeines
 - Nachlassangelegenheiten
 - Rechtsschutz in Bezug auf das  (Vermögenswerte) der Schweizer im Ausland
 - Schweizer und schweizerische Interessen im Ausland
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1973-1981)"	<n>ORIHANA, Ahocu</n>, <d>29.03.1994</d>, Peseux
ID-1255	"Claim files, Section 23
 - Nuclear Claims Tribunal of the Republic of the Marshall Islands: Official claims files"	<n>Efelo Egumiv</n>
ID-208	"
 - Forderungen und Inkasso
 - Schutz von Rechtsansprüchen
 - Wahrung schweizerischer Interessen
 - Schweizerische Vertretung, Düsseldorf: Zentrale Ablage (1966 - 2011)"	<j>Vamu, GmbH</j>, Zürich, <n>OYUYODUPU, Vunug</n> Pulheim
ID-84	"
 - Forderungen und Inkasso
 - Schutz von Rechtsansprüchen
 - Wahrung schweizerischer Interessen
 - Schweizerische Vertretung, Tripolis: Zentrale Ablage (1966-)"	<j>Oyeyo and Rifup, AG</j>, Lausanne
ID-2375	"  K 303000 - 303999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>OPUSA, Unvup</n> . <d>19.01.1999</d>
ID-13	"Austritte allgemein und Pensionierungen
 - Personalmutationen
 - Personalwerbung und Anstellung
 - Personelles
 - Bundesamt für Militärflugplätze: Zentrale Ablage (1979-1995)"	<n>Acumi, Inilu</n>, <d>07.10.1968</d>
ID-1754	"Varia
 - Bundesanwaltschaft: Polizeidienst (1931-1959)"	<n>OHERUF, Yeyodi</n>
ID-1814	"Sachdossier (S)
 - Vorgangskategorien
 - Nachrichtendienst des Bundes: Ablage Vorgängerbehörden, insbesondere Bundespolizei (BuPo) und Dienst für Analyse und Prävention (DAP) (1951-2012)"	Bundespolizei / Dienst für Analyse und Prävention (DAP), Dokumentation Auswertung, <j>Hisap GmbH</j>, <wd>1997</wd>-<wd>2008</wd>
ID-1818	"Aufsichtsbeschwerden
 - Beschwerde an den Bundesrat
 - Reglemente /  / Besoldungen / Geschäftsberichte / Beschwerden
 - Bundesrat
 - Bundesrat und Bundesverwaltung
 - Bundesbehörden
 -  Finanzverwaltung: Zentrale Ablage (1989-2004)"	<n>PIFENI, Ador</n> "Suspension de l'exécution du renvoi pendant la procédure de dénonciation"
ID-1015	"Handakten Div Regli
 - Untergruppe Nachrichtendienst und Abwehr: Verschiedene Unterlagen (1969 - 1991)"	Bericht BR betr. Beziehungen P-26 zum Ausland / Untersuchungsbericht <n>Oyalœhi, Imfepe</n>
ID-415	"Rechtshilfegesuche Laufnummern 75000 - 79999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	Intercity-Zug Raubueberfall
ID-2651	"Versichertendossiers Familienname D
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>Iohufün S. Alori</n>, <a>442.30.986</a>
ID-2678	"Dossier N 73000 - 73999
 - Niederlassungsangelegenheiten von Ausländern, Aus- und Wegweisungen, Ausweisschriften für Flüchtlinge, Internierungen
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>Odasaat, Hona</n> . <d>22.10.1989</d>
ID-2781	"  K 324000 - 324999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>Dacimenahi, Egälo</n> . <d>24.09.1982</d>
ID-2515	"Flugunfälle
 - Büro für Flugunfalluntersuchungen: Zentrale Ablage (1960-2011)"	HB-CYG Triengen <wd>29.10.1981</wd> <n>Huvu, Govege</n>
ID-1453	"Kategorie 3A-W
 - Kategorie 3A
 - Kategorie 3
 - Claims Resolution Tribunal: Bankunterlagen und Vermögensaufstellungen diverser Schweizer Banken"	<n>Sefay-Epomor, Nohila</n>, s.d. | <j>Wifom et Bomùc</j>
ID-1425	" des Beschwerdedienstes im  2006
 -  des Beschwerdedienstes ab 2000
 -  des Beschwerdedienstes
 - Beschwerdedienst des eidgenössischen  und Polizeidepartements: Beschwerdefälle (1959-2007)"	<n>Suyar Edad</n>, <d>1994</d>
ID-2404	"Dossier N 81000 - 81999
 - Niederlassungsangelegenheiten von Ausländern, Aus- und Wegweisungen, Ausweisschriften für Flüchtlinge, Internierungen
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>AFUBINE, Egogu</n> . <d>16.06.1975</d>
ID-1475	"  K 312000 - 312999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>Tusidoh-Nuhi, Cufar</n> . <d>02.01.1991</d>
ID-2451	"Dossier N 136000 - 136999
 - Asyldossiers
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>ULIVOHE, Bufe</n> . <d>17.09.2002</d>
